gps_latitude_filtered,gps_longitude_filtered,swift_latitude_filtered,swift_longitude_filtered
35.7700235,-78.67584317,35.7700153,-78.67586317
35.77004433,-78.67583517,35.77003714,-78.67585114
35.77006633,-78.67582433,35.77005892,-78.6758379
35.77008917,-78.675812,35.77008137,-78.67582489
35.77010817,-78.6758015,35.77010436,-78.67581385
35.770125,-78.67578817,35.77012343,-78.67579919
35.7701415,-78.67577067,35.77014443,-78.67577988
35.770162,-78.67575717,35.77016622,-78.67576182
35.77018717,-78.675745,35.77018849,-78.67575214
35.77021283,-78.67573083,35.77021065,-78.67573491
35.7702365,-78.67571617,35.77022864,-78.67571851
35.7702685,-78.67570117,35.77025239,-78.67570309
35.770292,-78.675681,35.77027833,-78.67567801
35.77031083,-78.67566533,35.77030112,-78.67566513
35.77033067,-78.67565217,35.77032086,-78.675653
35.77035183,-78.67563617,35.77034374,-78.67563301
35.77037433,-78.6756205,35.77036652,-78.67561136
35.770393,-78.67561383,35.77038655,-78.67560292
35.77041083,-78.6756025,35.77040908,-78.67558494
35.77043367,-78.67558667,35.77043224,-78.67556303
35.770458,-78.67557083,35.77045549,-78.67554427
35.77047817,-78.6755525,35.77047424,-78.67552726
35.770496,-78.6755395,35.77049217,-78.67551463
35.77051417,-78.675529,35.77050844,-78.67549689
35.770531,-78.67551533,35.77052748,-78.67549078
35.770544,-78.67550133,35.77054372,-78.67547776
35.77056233,-78.67548517,35.77056422,-78.67546187
35.770585,-78.675468,35.77058758,-78.67544373
35.77060767,-78.675449,35.77060907,-78.6754329
35.7706255,-78.67543367,35.77063407,-78.67542181
35.77064467,-78.6754225,35.77065456,-78.67540982
35.77066317,-78.6754085,35.77067387,-78.6753883
35.77068083,-78.67539467,35.77069258,-78.67536912
35.77069617,-78.67537983,35.77070941,-78.67535272
35.77072267,-78.67535167,35.77072966,-78.6753317
35.77074517,-78.67533667,35.77075098,-78.67530682
35.77076633,-78.6753255,35.77077322,-78.67528839
35.7707875,-78.67531033,35.77079175,-78.67527881
35.770812,-78.67529383,35.77081673,-78.67526423
35.7708375,-78.6752775,35.77084223,-78.67524688
35.77085967,-78.67526217,35.77086205,-78.67523345
35.77088,-78.67524733,35.77088337,-78.67522093
35.7709005,-78.67523167,35.77090287,-78.67520296
35.77092183,-78.675214,35.77092097,-78.6751801
35.77094367,-78.67519817,35.77094112,-78.67516276
35.77096433,-78.67518217,35.770965,-78.67515079
35.77098717,-78.67516733,35.77098476,-78.67513168
35.7710055,-78.67515533,35.77100279,-78.67511727
35.77102133,-78.67514717,35.77102104,-78.67510773
35.77104,-78.675133,35.77104257,-78.67509063
35.771068,-78.6751075,35.77106697,-78.67507369
35.77108083,-78.67509333,35.77108904,-78.67505491
35.77109467,-78.67507367,35.77111189,-78.67503536
35.77111033,-78.67505567,35.77113085,-78.67501833
35.77112217,-78.675034,35.77114706,-78.67500085
35.77113683,-78.675019,35.77116476,-78.67498823
35.77115833,-78.67500417,35.77118386,-78.67496694
35.7711785,-78.674985,35.77120673,-78.67494574
35.77120067,-78.674969,35.77122754,-78.67492807
35.77121783,-78.67495183,35.77125322,-78.6749158
35.77124183,-78.67493133,35.77127686,-78.67489528
35.77126217,-78.67490967,35.77129729,-78.6748716
35.77128267,-78.67489117,35.77132714,-78.67485637
35.771316,-78.6748645,35.7713554,-78.67484192
35.77134,-78.674847,35.77137942,-78.67482551
35.7713625,-78.67482383,35.77140319,-78.67480088
35.77138367,-78.67480633,35.77142329,-78.67477882
35.7714085,-78.6747875,35.7714441,-78.6747583
35.771429,-78.67476783,35.77146396,-78.6747391
35.77145117,-78.67474817,35.77148686,-78.67471805
35.77146833,-78.674732,35.77150393,-78.67470052
35.771482,-78.67470967,35.77151618,-78.67467582
35.7714905,-78.67468567,35.77151764,-78.67464578
35.7714855,-78.67465883,35.77150643,-78.6746174
35.7714795,-78.6746365,35.77149722,-78.67459514
35.77147217,-78.67461733,35.77148868,-78.67457512
35.77146217,-78.67459267,35.7714779,-78.6745489
35.77144767,-78.674566,35.7714606,-78.67452111
35.7714305,-78.67453567,35.77144443,-78.6744936
35.77141017,-78.67449467,35.77142728,-78.67446625
35.771399,-78.6744665,35.7714141,-78.67443955
35.77139,-78.674437,35.77140157,-78.67440909
35.77137933,-78.67440717,35.7713893,-78.67437773
35.771366,-78.674379,35.77137537,-78.67435063
35.77135083,-78.67435067,35.77135913,-78.67432275
35.77133533,-78.674322,35.77134266,-78.67429575
35.77132033,-78.67429633,35.77132869,-78.6742737
35.77130517,-78.6742705,35.7713124,-78.67424891
35.77129,-78.67424083,35.77129615,-78.67421933
35.77127867,-78.6742115,35.77128404,-78.67419213
35.77127133,-78.67419333,35.77127462,-78.67417331
35.77126117,-78.674171,35.77126193,-78.67415171
35.77124867,-78.67414567,35.77124855,-78.67412712
35.77123767,-78.674121,35.77123379,-78.67409857
35.77122533,-78.67409667,35.77121882,-78.67407051
35.77121417,-78.67407133,35.77120468,-78.67404299
35.77119633,-78.67403717,35.7711898,-78.67402144
35.771181,-78.67402367,35.77116945,-78.67400811
35.77116667,-78.67401717,35.7711528,-78.67400361
35.77115133,-78.67401033,35.77113103,-78.67399439
35.77114433,-78.67400367,35.77111464,-78.6739836
35.77113383,-78.67399633,35.77110172,-78.67397346
35.77113233,-78.67399267,35.77109628,-78.67396132
35.771118,-78.6739335,35.77110248,-78.67398688
35.77111817,-78.67389933,35.77109741,-78.67398821
35.77112183,-78.67388233,35.7710945,-78.67398859
35.77111967,-78.67390283,35.77109149,-78.6739904
35.771114,-78.67389483,35.77109621,-78.67399209
35.7711085,-78.67389667,35.7711027,-78.67399013
35.771106,-78.6739555,35.77110901,-78.67398088
35.77111267,-78.67395267,35.77111145,-78.67398272
35.77110483,-78.67396233,35.77111358,-78.6739801
35.771109,-78.67396767,35.77111104,-78.6739774
35.77110117,-78.67397383,35.77110911,-78.67397719
35.7711055,-78.67399283,35.77110958,-78.67397408
35.77109983,-78.67399883,35.77110916,-78.67397052
35.77109817,-78.67400567,35.77110848,-78.67397015
35.771095,-78.67401033,35.77110343,-78.67396925
35.77107817,-78.67400267,35.77110221,-78.67396936
35.7710705,-78.673998,35.77109912,-78.67396848
35.77107083,-78.67399567,35.77109774,-78.67396557
35.77106417,-78.673981,35.77109935,-78.67396297
35.77105967,-78.67397017,35.77110048,-78.67395988
35.77106,-78.67396117,35.77110665,-78.67395987
35.77105367,-78.67393817,35.77111074,-78.67396089
35.7710495,-78.67391733,35.77111801,-78.6739658
35.77106433,-78.67387917,35.77111891,-78.67396784
35.7710815,-78.67389533,35.77112308,-78.67397248
35.77108333,-78.67390433,35.77112377,-78.67397527
35.77108683,-78.673906,35.77112493,-78.67398047
35.77108767,-78.673929,35.77112673,-78.67398372
35.771096,-78.67394983,35.77112646,-78.67398309
35.77109767,-78.67394417,35.7711336,-78.67398346
35.771101,-78.67394267,35.77113225,-78.67398144
35.7711135,-78.67394417,35.77113402,-78.67398778
35.77111517,-78.67394683,35.77113559,-78.67398932
35.77111383,-78.67392683,35.77114559,-78.67399436
35.77111467,-78.6739225,35.77114831,-78.67398994
35.77110167,-78.67392717,35.77112996,-78.67399971
35.77108567,-78.67394583,35.77110891,-78.67401881
35.77107017,-78.67396067,35.7710887,-78.67404024
35.77105767,-78.673975,35.77106851,-78.67405504
35.771037,-78.67400217,35.77104302,-78.67407611
35.77101683,-78.67402483,35.77102138,-78.67409504
35.77099667,-78.67404083,35.77099825,-78.67411015
35.77097933,-78.67404983,35.7709769,-78.67412424
35.7709645,-78.67406333,35.77095909,-78.67414053
35.770947,-78.67408233,35.77093907,-78.67415562
35.77092733,-78.67410133,35.7709162,-78.67417312
35.7709075,-78.67411383,35.77089272,-78.67418939
35.77088667,-78.6741295,35.77087161,-78.6742068
35.77087033,-78.6741425,35.77085299,-78.67422302
35.77085233,-78.67415367,35.77083027,-78.67424301
35.77083533,-78.674165,35.77081293,-78.67425974
35.770819,-78.674172,35.7707928,-78.6742746
35.770802,-78.67418583,35.77077816,-78.67428669
35.77078433,-78.67420033,35.77075727,-78.6743044
35.77075183,-78.67423317,35.77073327,-78.67432465
35.77073167,-78.6742535,35.77071062,-78.6743414
35.77071167,-78.67426933,35.77069101,-78.67435509
35.7706915,-78.67428517,35.77067041,-78.67437048
35.77067,-78.67430167,35.77064986,-78.67438629
35.77064883,-78.67431433,35.77063004,-78.67439827
35.77063267,-78.674327,35.7706119,-78.67441048
35.77061583,-78.6743405,35.77059221,-78.67442752
35.7705985,-78.67435517,35.77057459,-78.67444253
35.7705785,-78.67437317,35.77055166,-78.67445891
35.770554,-78.67439133,35.77052857,-78.67447463
35.77053167,-78.67440833,35.77050639,-78.6744895
35.7705105,-78.67442283,35.77048731,-78.67450715
35.77048883,-78.67443633,35.7704651,-78.67452515
35.77047017,-78.674452,35.77044549,-78.67454204
35.77045317,-78.67446783,35.77042604,-78.67455863
35.77043583,-78.67447983,35.77040373,-78.67457313
35.77041567,-78.6744915,35.77038428,-78.67458809
35.77039367,-78.67450267,35.77036233,-78.67460142
35.77037617,-78.67450783,35.77034203,-78.67461222
35.77035433,-78.67451333,35.77031854,-78.67462839
35.7703305,-78.67452833,35.77029747,-78.67464779
35.77029817,-78.67455017,35.77027585,-78.67466866
35.7702765,-78.67456667,35.77025349,-78.67468758
35.77025417,-78.67458,35.77023283,-78.67470338
35.77023117,-78.67459533,35.77021057,-78.67472391
35.77020483,-78.6746095,35.77018859,-78.67474173
35.77017867,-78.67462783,35.77016517,-78.67475806
35.77016117,-78.6746435,35.77014959,-78.67477283
35.77014317,-78.67465583,35.7701301,-78.67478357
35.77012783,-78.67467217,35.77011677,-78.67479335
35.77011033,-78.67469067,35.77010027,-78.67480872
35.770091,-78.67470667,35.77007785,-78.67482618
35.770074,-78.67472183,35.77005756,-78.67484079
35.77005583,-78.67474117,35.77003831,-78.6748646
35.7700485,-78.67476667,35.77003311,-78.67488699
35.77004717,-78.67478983,35.77003173,-78.67491188
35.77004667,-78.67482083,35.7700312,-78.67494036
35.77004317,-78.67485367,35.77002809,-78.67497069
35.7700385,-78.674885,35.77002694,-78.6750004
35.77003833,-78.67491217,35.7700274,-78.6750306
35.77003783,-78.67494517,35.77002621,-78.67506642
35.77003433,-78.67497933,35.77002205,-78.67509907
35.77003067,-78.67501233,35.77002093,-78.67512747
35.77003317,-78.67505583,35.7700208,-78.67515643
35.7700325,-78.67508683,35.77001878,-78.67518508
35.77003033,-78.6751175,35.77001649,-78.67521515
35.77002833,-78.67514533,35.77001271,-78.67524414
35.770027,-78.6751755,35.77001021,-78.6752732
35.77002617,-78.67520183,35.77000826,-78.6753015
35.770021,-78.6752345,35.7700032,-78.67533466
35.77001433,-78.67526767,35.76999632,-78.67536539
35.77001017,-78.67530067,35.76999078,-78.67539913
35.77000633,-78.675333,35.76998762,-78.67542758
35.77000133,-78.67536283,35.76998324,-78.67545555
35.76999717,-78.6753835,35.76998025,-78.67546856
35.769996,-78.67539033,35.76998007,-78.67546881
35.76999617,-78.67539267,35.7699811,-78.67546666
35.76999533,-78.67539683,35.76998269,-78.67546394
35.7699945,-78.67539967,35.7699837,-78.67546329
35.76999367,-78.6754035,35.76998209,-78.67546748
35.7699935,-78.67540617,35.7699803,-78.67547088
35.769992,-78.67541017,35.76997888,-78.67547238
35.769991,-78.6754135,35.76997827,-78.67547265
35.76999083,-78.67541517,35.76997749,-78.67547192
35.76999033,-78.6754155,35.76997732,-78.67547121
35.76998767,-78.675427,35.76997628,-78.67548166
35.769983,-78.6754505,35.76997268,-78.67550627
35.76997567,-78.67547733,35.76996732,-78.67553469
35.76997283,-78.67550417,35.76996623,-78.6755627
35.7699685,-78.67553633,35.76996298,-78.67559674
35.769968,-78.67556683,35.76996386,-78.67562864
35.76996883,-78.67560033,35.7699605,-78.67565894
35.76996583,-78.67562817,35.76995384,-78.67568807
35.769953,-78.67569517,35.76993186,-78.67576346
35.7699495,-78.67572167,35.76992559,-78.67579019
35.76994917,-78.67574683,35.76992585,-78.67582216
35.7699565,-78.675775,35.76993447,-78.67584826
35.76996683,-78.67579567,35.76994568,-78.67586395
35.76998133,-78.67581283,35.76996441,-78.67587294
35.77000483,-78.675828,35.76998728,-78.67587736
35.77002567,-78.67582667,35.77000886,-78.6758704
35.77004783,-78.67582017,35.77003176,-78.67585658
35.77007317,-78.67580983,35.77005833,-78.67584048
35.77009367,-78.67579683,35.77008076,-78.67582103
35.77011783,-78.67578217,35.77010804,-78.67580403
35.770146,-78.67576683,35.77013642,-78.67578566
35.77016683,-78.67575233,35.77015713,-78.67576845
35.77019367,-78.67573433,35.7701863,-78.67575804
35.77021967,-78.67571917,35.77020934,-78.67573643
35.77024533,-78.67570317,35.77023619,-78.67571539
35.77027233,-78.6756905,35.77025685,-78.67569915
35.77028733,-78.67568633,35.77026836,-78.6756873
35.770306,-78.67567333,35.77029052,-78.67567507
35.77032867,-78.67566,35.77031369,-78.67566089
35.770353,-78.6756445,35.77033601,-78.67563788
35.7703735,-78.67562767,35.77035794,-78.67562003
35.770405,-78.675601,35.77038223,-78.67560762
35.77043033,-78.675584,35.77040769,-78.6755884
35.770454,-78.67556433,35.77043166,-78.67557669
35.77047567,-78.67554383,35.77045456,-78.67554967
35.77050317,-78.67552517,35.77047894,-78.67552328
35.77052517,-78.67550917,35.77049768,-78.67549612
35.7705465,-78.67549483,35.77051629,-78.67548147
35.77056767,-78.67548267,35.77054102,-78.67546407
35.77058833,-78.67547383,35.77056152,-78.67545167
35.77060983,-78.675459,35.7705835,-78.67543317
35.77063117,-78.67544483,35.77060935,-78.67541232
35.77065367,-78.6754345,35.77063382,-78.67539595
35.770679,-78.6754205,35.77065848,-78.67537877
35.77070433,-78.67540817,35.77068319,-78.67536308
35.77072317,-78.67539533,35.77070443,-78.6753515
35.77074633,-78.67538267,35.77072859,-78.67533629
35.77077,-78.675365,35.7707547,-78.67531497
35.77079317,-78.67534367,35.77077291,-78.67529152
35.770812,-78.675329,35.77079266,-78.67526979
35.77084483,-78.67530083,35.77081649,-78.67525212
35.77086917,-78.67528183,35.77084445,-78.67523626
35.77089233,-78.675264,35.77086694,-78.67522514
35.770912,-78.6752465,35.77088879,-78.67520606
35.7709325,-78.67522883,35.77090862,-78.67519448
35.77095233,-78.67521267,35.77093002,-78.6751819
35.77097383,-78.67519717,35.77095162,-78.67516384
35.77099567,-78.675178,35.77097396,-78.67514674
35.771017,-78.67516067,35.77099613,-78.67512887
35.7710405,-78.67514567,35.77101685,-78.67511558
35.77106267,-78.67513233,35.77104244,-78.67509307
35.77108517,-78.67511133,35.77106819,-78.67506873
35.77110233,-78.6750995,35.77108762,-78.675052
35.7711175,-78.67507783,35.77111036,-78.67503218
35.7711385,-78.67505733,35.77113108,-78.67501092
35.77115983,-78.67503967,35.77115717,-78.674994
35.77118183,-78.67501983,35.77118134,-78.67497846
35.77121283,-78.674992,35.77120726,-78.67495815
35.77123533,-78.67497083,35.77123591,-78.67494024
35.77125367,-78.67495217,35.77125742,-78.67492249
35.771296,-78.67491417,35.77130178,-78.67488078
35.7713215,-78.67489867,35.77132817,-78.67486181
35.7713465,-78.67487933,35.77135173,-78.67484303
35.7713655,-78.67485917,35.77137103,-78.67482367
35.77138867,-78.67483983,35.7713926,-78.67480253
35.7714095,-78.6748175,35.77141783,-78.67478295
35.77142917,-78.67479733,35.77143986,-78.67476554
35.77145083,-78.67478117,35.77146443,-78.6747507
35.77147283,-78.67476033,35.77148762,-78.67473189
35.77149283,-78.67474083,35.77150954,-78.67471345
35.77151483,-78.67472267,35.77153354,-78.67469575
35.77153683,-78.6747065,35.77155764,-78.6746787
35.771559,-78.67469767,35.77158177,-78.6746647
35.77158517,-78.6746805,35.77160615,-78.67464723
35.77162033,-78.67465883,35.77162956,-78.67463158
35.77163833,-78.67464217,35.77164947,-78.67461308
35.77165267,-78.67462283,35.77166403,-78.67459784
35.771664,-78.67460633,35.77167265,-78.6745793
35.77167467,-78.67458317,35.77169195,-78.67455332
35.771688,-78.6745565,35.77170411,-78.67452275
35.7716975,-78.67453,35.771711,-78.67449559
35.7717045,-78.67450917,35.77171888,-78.67446659
35.771713,-78.674489,35.77172605,-78.67444171
35.77171983,-78.674461,35.77173313,-78.67441588
35.771728,-78.674433,35.7717388,-78.67438422
35.7717345,-78.67439533,35.77173987,-78.67434809
35.77173683,-78.6743665,35.77174173,-78.67432083
35.771738,-78.6743385,35.77173421,-78.67429005
35.7717375,-78.67430467,35.77172809,-78.67425516
35.77173183,-78.67427383,35.77171507,-78.67422394
35.771728,-78.67424717,35.77170398,-78.67419426
35.77172817,-78.6742205,35.77169136,-78.67416442
35.771721,-78.6741895,35.77167853,-78.67413715
35.77170767,-78.6741615,35.7716648,-78.67411351
35.77169183,-78.6741195,35.77165077,-78.67408578
35.771681,-78.67409183,35.77163555,-78.67405991
35.77167033,-78.6740655,35.77162513,-78.67403545
35.77165433,-78.67404,35.77160637,-78.67400476
35.77163933,-78.67401533,35.77159221,-78.67397852
35.771622,-78.67399283,35.77157421,-78.67395118
35.7716025,-78.673973,35.77155422,-78.67392838
35.7715805,-78.67395767,35.77153146,-78.6739091
35.77155683,-78.67394,35.77150803,-78.67389259
35.771536,-78.67392917,35.77148051,-78.67388195
35.77150917,-78.6739245,35.77145182,-78.67387417
35.77148517,-78.67391433,35.77142467,-78.67386772
35.77146567,-78.67391917,35.7713974,-78.67386657
35.77144383,-78.67391783,35.77137345,-78.67387051
35.77142233,-78.67391667,35.77134665,-78.67387507
35.7713985,-78.673921,35.77132049,-78.67387786
35.77135667,-78.67392867,35.77129323,-78.67388494
35.77133617,-78.67393433,35.77126999,-78.67389528
35.771314,-78.67394583,35.77124801,-78.67391102
35.7712935,-78.673953,35.77123266,-78.67392351
35.77127783,-78.67396483,35.77122198,-78.67394532
35.77126883,-78.67397783,35.77121916,-78.67397085
35.771267,-78.67399433,35.77121748,-78.67399905
35.77126967,-78.67401433,35.7712235,-78.67402569
35.77127633,-78.674032,35.77123669,-78.67405057
35.77128683,-78.67405383,35.77125037,-78.67407665
35.77129583,-78.67407533,35.77126352,-78.67410169
35.771308,-78.674098,35.771276,-78.67412665
35.77131983,-78.67411917,35.77128923,-78.67415088
35.77133333,-78.67413983,35.77130517,-78.67417952
35.77134783,-78.674164,35.77131821,-78.67420691
35.77135967,-78.674185,35.77133043,-78.67423107
35.77137217,-78.67421067,35.77134537,-78.67426031
35.77138633,-78.6742395,35.77136016,-78.67428999
35.771406,-78.67427983,35.77137493,-78.67432112
35.77142033,-78.67431083,35.77139136,-78.67435413
35.77143083,-78.67433517,35.77140266,-78.6743773
35.77143967,-78.67435417,35.77141165,-78.67439819
35.77144833,-78.67437417,35.77142165,-78.67441961
35.77145833,-78.67439517,35.77143225,-78.67444081
35.77147017,-78.67441767,35.77144465,-78.67446594
35.7714815,-78.67444433,35.77145804,-78.67449555
35.77149583,-78.6744745,35.77147341,-78.67452578
35.771512,-78.67450567,35.77148953,-78.67455688
35.77152117,-78.67452333,35.771497,-78.67457355
35.77153367,-78.67454533,35.77150985,-78.67459935
35.77154517,-78.67456833,35.77152085,-78.67461881
35.77155733,-78.67459017,35.77152945,-78.67463957
35.77155433,-78.67461017,35.77152891,-78.67466504
35.77155467,-78.67462983,35.77152857,-78.67468594
35.7715475,-78.67465383,35.7715168,-78.67471147
35.77153083,-78.67467733,35.77150089,-78.67473718
35.771518,-78.67469583,35.77148397,-78.67475412
35.7715025,-78.67471417,35.77146124,-78.67476958
35.77148017,-78.6747285,35.77143431,-78.67478856
35.77145583,-78.67474733,35.7714139,-78.67480637
35.77143033,-78.67476883,35.77139269,-78.67482216
35.77140967,-78.67478433,35.7713699,-78.67483781
35.77139467,-78.67479417,35.7713572,-78.67484689
35.7713785,-78.67481067,35.77133766,-78.67486461
35.77128583,-78.67489533,35.77124527,-78.67500518
35.77123717,-78.67494967,35.77117511,-78.67505454
35.7712165,-78.67496717,35.77115175,-78.67507171
35.77108483,-78.6750655,35.77100907,-78.67517802
35.771057,-78.67507983,35.77098732,-78.67519132
35.77103217,-78.67509533,35.77096538,-78.67520708
35.77100633,-78.67511483,35.7709441,-78.67522602
35.77095467,-78.67515117,35.77090243,-78.67526033
35.77093283,-78.67516717,35.77088583,-78.67527417
35.770915,-78.67518017,35.77086916,-78.67528968
35.77090433,-78.6751975,35.77085205,-78.67530771
35.770889,-78.67521833,35.77083291,-78.67532562
35.77086867,-78.67523717,35.77081169,-78.67533894
35.77081483,-78.67528617,35.77076282,-78.67536966
35.7707965,-78.6753065,35.77074442,-78.67538804
35.7707785,-78.67532983,35.77072434,-78.67540712
35.7707545,-78.67535433,35.77070134,-78.67542953
35.77073417,-78.67537467,35.77068463,-78.67544555
35.77069967,-78.6754105,35.77064047,-78.67547471
35.77068183,-78.67542567,35.7706226,-78.67549176
35.77064417,-78.67545983,35.77058196,-78.67552385
35.770615,-78.67547383,35.77055803,-78.67554252
35.77057067,-78.67550917,35.77051651,-78.67557858
35.770553,-78.67552267,35.77049783,-78.67559373
35.77053467,-78.67553433,35.77047718,-78.67560826
35.7705135,-78.67554717,35.7704525,-78.67562427
35.77049167,-78.67556767,35.77042964,-78.6756418
35.770463,-78.67558783,35.77040946,-78.67565827
35.77044433,-78.6756065,35.77038783,-78.67567537
35.77042633,-78.67562517,35.77036791,-78.67569425
