,,,1700601841.905497
,,,1700601889.9089766
,,,1700601925.980541
,,,1700601930.781842
,,,1700601933.1829464
,,,1700601935.5819144
,,,1700601937.982567
,,,1700601940.3818617
,,,1700601942.7826657
,,,1700601945.181781
,,,1700601947.5825882
,,,1700601951.1807764
,,,1700601953.5822856
,,,1700601957.7818937
,,,1700601960.1822112
,,,1700601962.4818625
,,,1700601964.8823771
,,,1700601967.2819216
,,,1700601969.6822193
,,,1700601971.480761
3546.22057,-7840.47328,259.64,1700601974.982218
,,,1700601976.1805365
3546.22029,-7840.47428,259.48,1700601976.5830574
3546.2201,-7840.47492,259.80,1700601978.182776
,,,1700601978.58252
,,,1700601980.9822521
,,,1700601983.3808944
,,,1700601985.7819872
3546.22025,-7840.47207,,1700601987.781665
,,,1700601988.1804001
3546.22025,-7840.4709,,1700601989.3822308
,,,1700601990.5818212
3546.22033,-7840.46974,,1700601990.9829717
3546.22028,-7840.46868,,1700601992.5806177
3546.22029,-7840.46787,,1700601994.1814237
,,,1700601995.3813102
3546.22013,-7840.46741,,1700601995.7828157
3546.22004,-7840.46778,,1700601997.382676
,,,1700601997.7829022
3546.21992,-7840.46827,257.81,1700601998.9826593
,,,1700602000.1821642
3546.21991,-7840.46803,255.62,1700602000.5831745
3546.21982,-7840.46815,254.16,1700602002.1827817
,,,1700602002.5815656
3546.21972,-7840.46875,252.83,1700602003.7817695
,,,1700602004.9815335
3546.21956,-7840.46995,254.72,1700602005.3829904
3546.2194,-7840.47041,,1700602006.9806225
,,,1700602007.3815076
,,,1700602009.7826314
3546.22104,-7840.46892,,1700602009.9808357
3546.2213,-7840.46914,,1700602011.582156
,,,1700602012.181881
3546.2219,-7840.46861,,1700602013.18284
,,,1700602014.5825186
3546.2227,-7840.46847,,1700602014.7823024
3546.22383,-7840.46802,,1700602016.3823354
3546.22425,-7840.46723,,1700602017.9823282
,,,1700602018.3811011
3546.22467,-7840.46707,,1700602019.5828483
,,,1700602020.7822225
3546.2252,-7840.4663,,1700602021.1812627
3546.22563,-7840.4659,,1700602022.7825627
,,,1700602023.183275
3546.22633,-7840.46505,,1700602024.3833368
,,,1700602025.5820918
3546.22709,-7840.46528,,1700602025.9829164
3546.22806,-7840.46444,,1700602027.5829406
,,,1700602027.9830456
3546.22904,-7840.46308,,1700602029.1827593
,,,1700602030.3823464
3546.22954,-7840.46242,,1700602030.783036
3546.23027,-7840.46147,,1700602032.382889
,,,1700602032.7829409
3546.23112,-7840.46081,,1700602033.982825
,,,1700602035.182296
3546.23203,-7840.46091,,1700602035.5829592
3546.2324,-7840.46043,,1700602037.182745
,,,1700602037.582007
3546.23284,-7840.46013,,1700602038.7823336
3546.23267,-7840.46048,,1700602040.382804
,,,1700602041.1829128
3546.23286,-7840.46002,,1700602041.982523
35.77136433333333,-78.674114,,1700602981.9053133
35.771364,-78.67411116666666,,1700602984.8703218
35.771363,-78.67410883333334,,1700602986.4701831
35.7713615,-78.674107,,1700602988.0707934
35.771359833333335,-78.67410466666666,,1700602989.6706812
35.77135883333333,-78.67410383333333,,1700602991.270571
35.77135916666667,-78.67410216666667,,1700602992.8708267
35.771359833333335,-78.674101,,1700602994.4687982
35.771360333333334,-78.6740985,,1700602996.0706358
35.771358,-78.67409666666667,,1700602997.6707625
35.77136133333333,-78.67409683333334,,1700602999.2705994
35.7713635,-78.67409466666666,,1700603000.8704562
35.77136633333333,-78.67409216666667,,1700603002.4706473
35.77136766666667,-78.67409,,1700603004.0707333
35.771367833333336,-78.67408966666666,,1700603005.670925
35.7713695,-78.67408716666667,,1700603007.2704802
35.77137,-78.67408716666667,,1700603008.87013
35.7713725,-78.67408433333334,,1700603010.470943
35.77137233333333,-78.674085,,1700603012.0690606
35.771371333333335,-78.6740835,,1700603013.671263
35.7714265,-78.67404266666667,,1700603015.0703108
35.771434166666666,-78.67404533333334,,1700603018.0696423
35.77144333333333,-78.6740535,,1700603019.6707728
35.7714525,-78.6740555,,1700603021.2696505
35.771460166666664,-78.67405966666666,,1700603022.8705664
35.771472,-78.6740625,,1700603024.4708219
35.77148316666667,-78.674069,316.81,1700603026.070484
35.771495,-78.67407066666667,,1700603027.670627
35.7714985,-78.67407533333333,321.09,1700603029.3704402
35.771508,-78.67408283333333,323.98,1700603030.9711013
35.7715135,-78.67408783333333,322.64,1700603032.570351
35.771520833333334,-78.674094,,1700603034.1706455
35.77153033333333,-78.67409983333333,,1700603035.7707572
35.77153833333333,-78.67410516666666,,1700603037.3702097
35.77154683333333,-78.67410983333333,,1700603038.97036
35.771551,-78.674117,,1700603040.5709045
35.77155316666666,-78.67411466666667,,1700603042.1701255
35.771556333333336,-78.67411533333333,,1700603043.770435
35.7715615,-78.67411833333334,,1700603045.370856
35.77164583333333,-78.674251,,1700603046.9702284
35.77164783333333,-78.67426066666667,,1700603049.9705842
35.7716545,-78.67428,309.86,1700603051.5708857
35.77165816666667,-78.67429016666667,,1700603053.1708605
