timestamp,rtk_lat,rtk_lon,rtk_alt,rtk_heading,rtk_sats,image_file,lidar_file
1749402207.715089688,35.771426584789026,-78.67278156445319,75.90805023408313,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402207_715089688.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402207_715089688.pcd
1749402207.835082445,35.77142659711841,-78.6727815440693,75.89070640380635,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402207_835082445.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402207_835082445.pcd
1749402207.958092096,35.77142657809684,-78.67278154698772,75.87080967893402,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402207_958092096.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402207_958092096.pcd
1749402208.75246202,35.771426571807936,-78.67278150430536,75.85364399448264,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_75246202.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_75246202.pcd
1749402208.178831091,35.77142659037583,-78.67278148085497,75.83406776767195,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_178831091.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_178831091.pcd
1749402208.285391977,35.771426629219654,-78.67278148926546,75.81105775538032,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_285391977.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_285391977.pcd
1749402208.399704425,35.77142662030874,-78.67278148701506,75.79174901792362,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_399704425.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_399704425.pcd
1749402208.514969361,35.77142666433508,-78.67278153978287,75.75467984556506,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_514969361.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_514969361.pcd
1749402208.614973416,35.771426722399205,-78.67278150497216,75.76879879351436,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_614973416.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_614973416.pcd
1749402208.734972542,35.7714267587922,-78.67278146776708,75.78353820983163,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_734972542.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_734972542.pcd
1749402208.855958557,35.771426820768234,-78.67278139182089,75.79355217571643,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_855958557.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_855958557.pcd
1749402208.985887249,35.771426836609535,-78.67278130723057,75.80139143603935,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402208_985887249.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402208_985887249.pcd
1749402209.104742556,35.7714268544408,-78.67278124880828,75.80519212249652,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_104742556.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_104742556.pcd
1749402209.216393378,35.77142681045434,-78.67278110737122,75.81811083838306,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_216393378.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_216393378.pcd
1749402209.335019722,35.77142680548175,-78.67278099741937,75.8278772668565,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_335019722.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_335019722.pcd
1749402209.454968511,35.771426817784075,-78.67278092250915,75.83996601485178,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_454968511.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_454968511.pcd
1749402209.555021527,35.771426838942894,-78.67278083801274,75.84764624350952,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_555021527.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_555021527.pcd
1749402209.674949324,35.77142687357315,-78.67278075112087,75.85581119133415,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_674949324.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_674949324.pcd
1749402209.785121892,35.77142691243845,-78.6727807085702,75.87680880236564,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_785121892.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_785121892.pcd
1749402209.894969657,35.77142696520179,-78.67278067787593,75.88702358811031,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_894969657.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_894969657.pcd
1749402209.995024689,35.77142697261385,-78.67278063238642,75.90199701560864,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402209_995024689.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402209_995024689.pcd
1749402210.95222474,35.771426966882515,-78.67278061366859,75.91524585245459,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_95222474.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_95222474.pcd
1749402210.214994109,35.77142696704856,-78.67278059661666,75.92983575613408,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_214994109.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_214994109.pcd
1749402210.315177398,35.77142696704856,-78.67278059661666,75.92983575613408,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_315177398.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_315177398.pcd
1749402210.435029834,35.77142696704856,-78.67278059661666,75.92983575613408,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_435029834.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_435029834.pcd
1749402210.554976352,35.771426932241795,-78.67278043900028,75.97220918927565,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_554976352.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_554976352.pcd
1749402210.656536070,35.77142695471077,-78.6727804080711,75.9871091033215,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_656536070.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_656536070.pcd
1749402210.782846839,35.77142696517183,-78.67278037816796,75.99780408963365,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_782846839.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_782846839.pcd
1749402210.895004194,35.77142697149567,-78.67278037328042,76.0132440698879,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402210_895004194.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402210_895004194.pcd
1749402211.14976695,35.77142705522253,-78.67278034759052,76.04153898908258,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_14976695.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_14976695.pcd
1749402211.115203697,35.77142708061448,-78.67278036457995,76.04998689678719,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_115203697.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_115203697.pcd
1749402211.235032709,35.771427114893186,-78.672780367133,76.05584084509181,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_235032709.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_235032709.pcd
1749402211.335166493,35.771427134933944,-78.67278035773415,76.05601804796702,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_335166493.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_335166493.pcd
1749402211.435785691,35.771427171758816,-78.67278035764687,76.04652657481972,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_435785691.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_435785691.pcd
1749402211.554970056,35.7714272108009,-78.67278036101507,76.04280110193706,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_554970056.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_554970056.pcd
1749402211.654988992,35.77142725565717,-78.67278034315164,76.0434736472766,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_654988992.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_654988992.pcd
1749402211.754992439,35.77142729645414,-78.67278036768884,76.0422542593933,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_754992439.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_754992439.pcd
1749402211.885327119,35.77142730565313,-78.6727803344382,76.04786726676787,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_885327119.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_885327119.pcd
1749402211.995001826,35.77142736394998,-78.6727802524537,76.03711596799005,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402211_995001826.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402211_995001826.pcd
1749402212.114966744,35.77142745794783,-78.67278001898124,76.01319545925377,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_114966744.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_114966744.pcd
1749402212.234992941,35.771427470673714,-78.67277989129857,76.00454720135117,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_234992941.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_234992941.pcd
1749402212.355014211,35.77142748704934,-78.67277975587345,76.00628768858736,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_355014211.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_355014211.pcd
1749402212.488421208,35.77142752824064,-78.67277967976653,76.00870853665388,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_488421208.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_488421208.pcd
1749402212.595003310,35.77142751635095,-78.67277957884511,76.01066876186563,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_595003310.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_595003310.pcd
1749402212.714981763,35.77142752028795,-78.6727794849253,76.00567253678858,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_714981763.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_714981763.pcd
1749402212.834975481,35.771427505904036,-78.67277945963859,75.98872398207824,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_834975481.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_834975481.pcd
1749402212.954992079,35.771427512035956,-78.67277937118118,75.98236225327398,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402212_954992079.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402212_954992079.pcd
1749402213.86546642,35.77142750883814,-78.6727793510476,75.97082600053011,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_86546642.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_86546642.pcd
1749402213.194993914,35.77142751692515,-78.67277943297451,75.9621353142545,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_194993914.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_194993914.pcd
1749402213.295134034,35.77142754304668,-78.67277944721536,75.96027368074796,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_295134034.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_295134034.pcd
1749402213.414973798,35.77142775339585,-78.67277925707243,75.96851397943634,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_414973798.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_414973798.pcd
1749402213.535014044,35.77142780157991,-78.67277917325947,75.96432370058386,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_535014044.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_535014044.pcd
1749402213.655029714,35.77142784736826,-78.67277916656678,75.9735224783224,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_655029714.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_655029714.pcd
1749402213.787998147,35.77142795376894,-78.6727792051476,75.97684421255015,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_787998147.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_787998147.pcd
1749402213.894999037,35.77142806430875,-78.67277917922321,75.98676541291603,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_894999037.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_894999037.pcd
1749402213.995026452,35.771428129047635,-78.67277918694327,76.00150065078367,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402213_995026452.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402213_995026452.pcd
1749402214.95215310,35.77142816914891,-78.67277919346004,76.00619589865858,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_95215310.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_95215310.pcd
1749402214.214988961,35.77142822374137,-78.67277924514416,76.03838625694564,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_214988961.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_214988961.pcd
1749402214.335060855,35.77142825744884,-78.67277924798641,76.05112743605893,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_335060855.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_335060855.pcd
1749402214.455007052,35.77142826344476,-78.67277923507778,76.06977396253028,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_455007052.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_455007052.pcd
1749402214.585572134,35.77142824522158,-78.67277928209933,76.0818209950775,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_585572134.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_585572134.pcd
1749402214.695795903,35.77142826554576,-78.67277926953892,76.09377764502122,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_695795903.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_695795903.pcd
1749402214.814986413,35.77142826385068,-78.67277929155463,76.12166417072974,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_814986413.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_814986413.pcd
1749402214.934991266,35.77142825775263,-78.6727792478268,76.13815718365953,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402214_934991266.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402214_934991266.pcd
1749402215.34998298,35.771428290403,-78.67277926136799,76.16933900803471,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_34998298.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_34998298.pcd
1749402215.155073456,35.77142830762696,-78.67277929163208,76.19282372754735,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_155073456.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_155073456.pcd
1749402215.288793448,35.77142835211245,-78.67277932211483,76.21068240211403,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_288793448.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_288793448.pcd
1749402215.394970234,35.771428403180224,-78.67277937395517,76.21570131894481,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_394970234.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_394970234.pcd
1749402215.494995057,35.77142841333878,-78.6727793696538,76.23315899999467,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_494995057.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_494995057.pcd
1749402215.614991047,35.77142845431658,-78.6727793375967,76.25860868852759,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_614991047.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_614991047.pcd
1749402215.715000030,35.77142846155131,-78.67277929551518,76.27968683237316,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_715000030.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_715000030.pcd
1749402215.834961908,35.771428438793734,-78.67277926253348,76.295839080263,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_834961908.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_834961908.pcd
1749402215.954949545,35.771428466289045,-78.67277923419213,76.32055301924714,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402215_954949545.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402215_954949545.pcd
1749402216.54970240,35.771428497280596,-78.67277921909482,76.34120498491725,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_54970240.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_54970240.pcd
1749402216.154974168,35.77142853617074,-78.67277921326746,76.36320600204488,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_154974168.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_154974168.pcd
1749402216.255008495,35.771428574377296,-78.67277925966633,76.37853482175055,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_255008495.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_255008495.pcd
1749402216.355084391,35.77142858011242,-78.67277925990001,76.37807079076698,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_355084391.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_355084391.pcd
1749402216.487369586,35.77142862876762,-78.6727792512305,76.40166486195128,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_487369586.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_487369586.pcd
1749402216.595024370,35.77142861953106,-78.67277930578437,76.41498706072525,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_595024370.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_595024370.pcd
1749402216.714965863,35.77142861365071,-78.67277938901277,76.43219124820484,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_714965863.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_714965863.pcd
1749402216.834953916,35.77142862823917,-78.67277941456469,76.44491212029462,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_834953916.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_834953916.pcd
1749402216.934955540,35.77142862003604,-78.67277943020939,76.44989614431356,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402216_934955540.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402216_934955540.pcd
1749402217.34969771,35.77142865744214,-78.67277946384341,76.45666871691085,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_34969771.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_34969771.pcd
1749402217.135081283,35.771428701080225,-78.67277951696842,76.46331944999272,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_135081283.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_135081283.pcd
1749402217.254972312,35.77142874496945,-78.67277958476603,76.45363808193234,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_254972312.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_254972312.pcd
1749402217.354993647,35.77142877299397,-78.67277963083765,76.44313541945665,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_354993647.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_354993647.pcd
1749402217.455063815,35.771428798923495,-78.6727797731931,76.42570597468442,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_455063815.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_455063815.pcd
1749402217.575050269,35.771428826824724,-78.67277990225541,76.41383993817706,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_575050269.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_575050269.pcd
1749402217.686523329,35.771428814215824,-78.67278002644454,76.39211884088876,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_686523329.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_686523329.pcd
1749402217.799053520,35.77142879623128,-78.672780081771,76.37758617872619,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_799053520.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_799053520.pcd
1749402217.914954878,35.77142873332572,-78.67278014841251,76.34945584726871,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402217_914954878.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402217_914954878.pcd
1749402218.14958102,35.77142873166476,-78.67278017519862,76.3285295758947,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_14958102.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_14958102.pcd
1749402218.114997805,35.77142872971251,-78.67278027328744,76.31726654438293,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_114997805.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_114997805.pcd
1749402218.234976739,35.77142870840827,-78.67278029636883,76.31479600251947,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_234976739.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_234976739.pcd
1749402218.354961048,35.77142869130051,-78.67278035745981,76.30669948939887,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_354961048.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_354961048.pcd
1749402218.475013646,35.77142871336046,-78.67278043604409,76.29820936745088,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_475013646.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_475013646.pcd
1749402218.599891666,35.7714287187637,-78.67278053290154,76.29425248912767,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_599891666.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_599891666.pcd
1749402218.714954265,35.771428757066865,-78.67278079730653,76.28857081383646,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_714954265.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_714954265.pcd
1749402218.814961520,35.771428788562,-78.67278091130267,76.28953237398741,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_814961520.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_814961520.pcd
1749402218.934961958,35.771428783029805,-78.67278106523088,76.30074461338869,0.0,15,/home/wolfwagen/ext-vol/ww_data_collection/images/image_1749402218_934961958.jpg,/home/wolfwagen/ext-vol/ww_data_collection/lidar/lidar_1749402218_934961958.pcd
